seqnames	start	end	width	strand	V4	V5	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
4	150080953	150081352	400	*	*	-0.05413135389501	Intron (ENSMUST00000084117/ENSMUSG00000028980, intron 1 of 4)	4	150080305	150085722	5418	2	ENSMUSG00000028980	ENSMUST00000153394	4370
X	72554328	72554727	400	*	*	0.0403618499591032	Intron (ENSMUST00000033744/ENSMUSG00000031376, intron 1 of 20)	20	72546692	72614611	67920	1	ENSMUSG00000031376	ENSMUST00000114479	7636
6	86342297	86342696	400	*	*	-0.0775038112030896	Promoter (<=1kb)	6	86342628	86347040	4413	1	ENSMUSG00000057497	ENSMUST00000071492	0
6	77351894	77352294	401	*	*	-0.0532770431386094	Intron (ENSMUST00000160894/ENSMUSG00000063063, intron 8 of 19)	6	77357243	77359442	2200	2	ENSMUSG00000108077	ENSMUST00000204215	7148
19	8796497	8796906	410	*	*	-0.0812379361697094	Promoter (<=1kb)	19	8786439	8796697	10259	2	ENSMUSG00000071660	ENSMUST00000096751	0
15	36609074	36609480	407	*	*	-0.0775361028398508	Promoter (<=1kb)	15	36595905	36609217	13313	2	ENSMUSG00000022283	ENSMUST00000001809	0
2	74290310	74290709	400	*	*	-0.0550886316200237	Distal Intergenic	2	74350685	74363450	12766	2	ENSMUSG00000009207	ENSMUST00000127168	72741
11	93286935	93287336	402	*	*	-0.0502768303984772	Intron (ENSMUST00000107861/ENSMUSG00000056158, intron 4 of 4)	11	93304044	93304150	107	2	ENSMUSG00000119015	ENSMUST00000240329	16814
19	5859735	5860484	750	*	*	0.0804035049719089	Distal Intergenic	19	5845718	5852700	6983	2	ENSMUSG00000092341	ENSMUST00000172812	-7035
17	29888934	29889333	400	*	*	0.0597881149204305	Intron (ENSMUST00000150388/ENSMUSG00000099329, intron 2 of 6)	17	29895203	29906021	10819	1	ENSMUSG00000024019	ENSMUST00000234388	-5870
11	58221312	58221711	400	*	*	-0.0743783083859227	Promoter (<=1kb)	11	58221550	58238554	17005	1	ENSMUSG00000013646	ENSMUST00000116376	0
6	100291124	100291543	420	*	*	0.0623565630622341	Distal Intergenic	6	100205526	100264446	58921	2	ENSMUSG00000072872	ENSMUST00000101118	-26678
2	156976877	156977282	406	*	*	-0.0773437962632841	Promoter (<=1kb)	2	156939453	156977185	37733	2	ENSMUSG00000027639	ENSMUST00000057725	0
12	28685721	28686120	400	*	*	-0.0694162974523383	Promoter (<=1kb)	12	28680853	28685952	5100	2	ENSMUSG00000061477	ENSMUST00000074267	0
5	84995477	84995879	403	*	*	-0.0639687192317609	Distal Intergenic	5	85014038	85014704	667	2	ENSMUSG00000106389	ENSMUST00000196930	18825
5	136990758	136991158	401	*	*	-0.07922035015386	Promoter (<=1kb)	5	136990931	136995088	4158	1	ENSMUSG00000019054	ENSMUST00000019198	0
9	122853238	122853637	400	*	*	0.0656271489534989	Promoter (2-3kb)	9	122848060	122850637	2578	2	ENSMUSG00000110945	ENSMUST00000217077	-2601
3	96570793	96571575	783	*	*	-0.0787836170021994	Promoter (2-3kb)	3	96573819	96574298	480	2	ENSMUSG00000105144	ENSMUST00000077278	2723
9	81023834	81024233	400	*	*	-0.0468530007782588	Intron (ENSMUST00000181827/ENSMUSG00000097655, intron 1 of 3)	9	80898141	80899011	871	2	ENSMUSG00000099085	ENSMUST00000184817	-124823
2	90997684	90998083	400	*	*	0.0414208080802643	Exon (ENSMUST00000111373/ENSMUSG00000040687, exon 11 of 32)	2	90985903	90990702	4800	2	ENSMUSG00000040687	ENSMUST00000146097	-6982
2	122074289	122074692	404	*	*	-0.0600425814237945	Intron (ENSMUST00000110551/ENSMUSG00000027227, intron 1 of 8)	2	122065230	122095821	30592	1	ENSMUSG00000027227	ENSMUST00000110551	9059
11	46566551	46566950	400	*	*	-0.0752306256969773	Intron (ENSMUST00000169584/ENSMUSG00000040413, intron 8 of 8)	11	46559787	46581184	21398	2	ENSMUSG00000040413	ENSMUST00000169584	14234
19	42675756	42676157	402	*	*	-0.0454458164847381	Distal Intergenic	19	42688216	42688341	126	2	ENSMUSG00000077768	ENSMUST00000104580	12184
13	6217079	6217478	400	*	*	0.0490879619593352	Distal Intergenic	13	6123112	6123781	670	2	ENSMUSG00000113483	ENSMUST00000221918	-93298
1	15726728	15727127	400	*	*	0.0518766041574888	Intron (ENSMUST00000175681/ENSMUSG00000092083, intron 2 of 2)	1	15756159	15756270	112	2	ENSMUSG00000088829	ENSMUST00000158204	29143
19	45351815	45352218	404	*	*	-0.0798878797955224	Promoter (<=1kb)	19	45352173	45496175	144003	1	ENSMUSG00000025217	ENSMUST00000223764	0
4	86775435	86775834	400	*	*	-0.0756648130565353	Promoter (<=1kb)	4	86772897	86775649	2753	2	ENSMUSG00000028495	ENSMUST00000102814	0
12	70872144	70872543	400	*	*	-0.0772061641920448	Promoter (<=1kb)	12	70872288	70949008	76721	1	ENSMUSG00000048285	ENSMUST00000057859	0
10	41810868	41811267	400	*	*	-0.0720312926370678	Intron (ENSMUST00000160262/ENSMUSG00000071324, intron 12 of 17)	10	41774369	41778545	4177	1	ENSMUSG00000038332	ENSMUST00000214835	36499
17	18130358	18130757	400	*	*	-0.0636642634388471	Promoter (2-3kb)	17	18131302	18133078	1777	2	ENSMUSG00000090957	ENSMUST00000164167	2321
19	31060014	31060413	400	*	*	-0.0750547933620233	Promoter (<=1kb)	19	31060237	31064469	4233	1	ENSMUSG00000053536	ENSMUST00000066039	0
2	140851325	140851724	400	*	*	-0.0441541164875744	Intron (ENSMUST00000110067/ENSMUSG00000068205, intron 4 of 16)	2	140865982	140989830	123849	1	ENSMUSG00000068205	ENSMUST00000139039	-14258
4	132940468	132940867	400	*	*	-0.0650989159194019	Promoter (<=1kb)	4	132940217	132949081	8865	1	ENSMUSG00000028865	ENSMUST00000218998	251
13	103079087	103079486	400	*	*	0.0499448535569919	Intron (ENSMUST00000166726/ENSMUSG00000034751, intron 4 of 26)	13	102890636	103094854	204219	2	ENSMUSG00000034751	ENSMUST00000172264	15368
X	36071424	36071823	400	*	*	-0.0778091954778722	Intron (ENSMUST00000240546/ENSMUSG00000016308, intron 1 of 7)	20	36064828	36147875	83048	1	ENSMUSG00000016308	ENSMUST00000240546	6596
6	127307106	127307505	400	*	*	-0.0742740528500814	Distal Intergenic	6	127302452	127302820	369	2	ENSMUSG00000106843	ENSMUST00000201914	-4286
4	72137735	72138134	400	*	*	-0.0375140466906713	Distal Intergenic	4	72119585	72133589	14005	1	ENSMUSG00000084910	ENSMUST00000122923	18150
7	125976460	125976859	400	*	*	-0.0701372078889233	Promoter (<=1kb)	7	125969232	125976622	7391	2	ENSMUSG00000030741	ENSMUST00000032994	0
14	81882040	81882439	400	*	*	-0.0504683072457178	Distal Intergenic	14	81923250	81958568	35319	1	ENSMUSG00000115455	ENSMUST00000227374	-40811
2	117498636	117499035	400	*	*	-0.0436367390628947	Distal Intergenic	2	117632598	117634145	1548	2	ENSMUSG00000101394	ENSMUST00000191321	135110
4	141494211	141494610	400	*	*	-0.0745082771399406	Intron (ENSMUST00000038014/ENSMUSG00000040697, intron 11 of 14)	4	141497387	141501964	4578	2	ENSMUSG00000040697	ENSMUST00000138654	7354
15	54935338	54935737	400	*	*	-0.0733256513952122	Promoter (<=1kb)	15	54878527	54935548	57022	2	ENSMUSG00000037343	ENSMUST00000041733	0
6	38121016	38121415	400	*	*	-0.0737418608767336	Promoter (2-3kb)	6	38102955	38124309	21355	2	ENSMUSG00000063455	ENSMUST00000144973	2894
17	25619401	25619800	400	*	*	-0.0500117207589975	Intron (ENSMUST00000159610/ENSMUSG00000024112, intron 2 of 34)	17	25607214	25608446	1233	2	ENSMUSG00000024112	ENSMUST00000162820	-10955
9	21374611	21375010	400	*	*	0.0639344597979589	Intron (ENSMUST00000165766/ENSMUSG00000033335, intron 2 of 20)	9	21368403	21368866	464	1	ENSMUSG00000033335	ENSMUST00000172873	6208
2	157978019	157978422	404	*	*	-0.0782837053047153	Intron (ENSMUST00000103122/ENSMUSG00000037820, intron 3 of 12)	2	157976242	157981656	5415	2	ENSMUSG00000037820	ENSMUST00000152690	3234
11	61967443	61967842	400	*	*	-0.0782879589977857	Promoter (<=1kb)	11	61967821	62113831	146011	1	ENSMUSG00000042331	ENSMUST00000092415	0
10	67373417	67373816	400	*	*	-0.0739625461238209	Promoter (<=1kb)	10	67373699	67378018	4320	1	ENSMUSG00000037868	ENSMUST00000048289	0
11	70128552	70128951	400	*	*	-0.0798807575911964	Promoter (<=1kb)	11	70126032	70128679	2648	2	ENSMUSG00000020831	ENSMUST00000108575	0
4	156391250	156391649	400	*	*	-0.0741726797596213	Distal Intergenic	4	156334837	156340717	5881	2	ENSMUSG00000096351	ENSMUST00000219393	-50533
7	49474298	49474697	400	*	*	0.0520937887682301	Intron (ENSMUST00000032715/ENSMUSG00000030505, intron 11 of 15)	7	49463950	49470338	6389	1	ENSMUSG00000109154	ENSMUST00000208559	10348
17	56794598	56794997	400	*	*	-0.0686151326636506	Distal Intergenic	17	56719433	56783483	64051	2	ENSMUSG00000013236	ENSMUST00000067538	-11115
14	68349111	68349510	400	*	*	0.0418732871501398	Promoter (1-2kb)	14	68351382	68352594	1213	1	ENSMUSG00000114466	ENSMUST00000224875	-1872
8	123442605	123443004	400	*	*	-0.0490749678008224	Distal Intergenic	8	123351880	123425848	73969	2	ENSMUSG00000006362	ENSMUST00000127984	-16757
1	73571787	73572186	400	*	*	-0.0461210347096208	Promoter (2-3kb)	1	73562360	73568949	6590	2	ENSMUSG00000100444	ENSMUST00000186453	-2838
10	39033254	39033653	400	*	*	0.0401165240060762	Intron (ENSMUST00000076713/ENSMUSG00000062074, intron 2 of 4)	10	39026966	39039790	12825	2	ENSMUSG00000062074	ENSMUST00000076713	6137
1	61890294	61890693	400	*	*	-0.0450771526050535	Promoter (<=1kb)	1	61806574	61890621	84048	2	ENSMUSG00000085842	ENSMUST00000138535	0
1	25891070	25891469	400	*	*	-0.0610575241249891	Distal Intergenic	1	25869738	25870959	1222	1	ENSMUSG00000104516	ENSMUST00000194343	21332
8	85573404	85573807	404	*	*	-0.0798377269620649	Promoter (<=1kb)	8	85568479	85573563	5085	2	ENSMUSG00000003814	ENSMUST00000003912	0
7	4101810	4102209	400	*	*	-0.0719755707611655	Promoter (2-3kb)	7	4104889	4105059	171	1	ENSMUSG00000075719	ENSMUST00000097237	-2680
3	135531130	135531529	400	*	*	-0.0597959873864195	Promoter (<=1kb)	3	135531415	135565539	34125	1	ENSMUSG00000053897	ENSMUST00000139953	0
3	92930919	92931318	400	*	*	0.0497768215268293	Distal Intergenic	3	92925117	92926367	1251	2	ENSMUSG00000027912	ENSMUST00000029520	-4552
10	76277978	76278377	400	*	*	-0.0753710877871652	Promoter (<=1kb)	10	76187101	76278560	91460	2	ENSMUSG00000001151	ENSMUST00000001179	183
17	23788992	23789391	400	*	*	-0.0561036253332895	Distal Intergenic	17	23791466	23792401	936	2	ENSMUSG00000115842	ENSMUST00000226550	3010
3	49956456	49956855	400	*	*	0.0632089479117819	Promoter (<=1kb)	3	49956421	49965232	8812	1	ENSMUSG00000102892	ENSMUST00000192149	35
2	29692936	29693335	400	*	*	0.0644350604432	Promoter (<=1kb)	2	29692646	29707534	14889	1	ENSMUSG00000059316	ENSMUST00000080065	290
17	35901269	35901668	400	*	*	-0.0767516628323878	Distal Intergenic	17	35912441	35961459	49019	1	ENSMUSG00000090509	ENSMUST00000174521	-10773
17	3381927	3382326	400	*	*	-0.073414984358066	Intron (ENSMUST00000169838/ENSMUSG00000023800, intron 1 of 26)	17	3376848	3569254	192407	1	ENSMUSG00000023800	ENSMUST00000169838	5079
15	34254603	34255002	400	*	*	-0.0504993904818141	Intron (ENSMUST00000022867/ENSMUSG00000022257, intron 1 of 6)	15	34268673	34269975	1303	2	ENSMUSG00000115808	ENSMUST00000226939	14973
8	122838953	122839352	400	*	*	-0.0647183730476109	Distal Intergenic	8	122727586	122733879	6294	1	ENSMUSG00000025316	ENSMUST00000173201	111367
15	99623332	99623731	400	*	*	-0.080612757532313	Promoter (<=1kb)	15	99623528	99627413	3886	1	ENSMUSG00000023020	ENSMUST00000023761	0
2	166007091	166007490	400	*	*	-0.0756507483155492	Distal Intergenic	2	165915834	165997583	81750	2	ENSMUSG00000006800	ENSMUST00000146497	-9508
2	156038464	156039130	667	*	*	-0.0789506687964703	Promoter (<=1kb)	2	156038562	156151872	113311	1	ENSMUSG00000038116	ENSMUST00000037401	0
12	3476626	3477025	400	*	*	-0.0781318830046467	Promoter (<=1kb)	12	3476857	3556847	79991	1	ENSMUSG00000037486	ENSMUST00000111215	0
2	20741845	20742244	400	*	*	-0.0626962497246749	Promoter (<=1kb)	2	20742125	20815165	73041	1	ENSMUSG00000036617	ENSMUST00000114606	0
4	83749401	83749800	400	*	*	0.0500210641401481	Intron (ENSMUST00000053414/ENSMUSG00000052407, intron 25 of 25)	4	83802975	83807095	4121	2	ENSMUSG00000085378	ENSMUST00000128214	57295
4	134083258	134083657	400	*	*	-0.0674690754351727	Distal Intergenic	4	134090016	134092735	2720	2	ENSMUSG00000028838	ENSMUST00000142730	9078
13	73817631	73818030	400	*	*	-0.0477304467052524	Promoter (2-3kb)	13	73812340	73815012	2673	2	ENSMUSG00000021612	ENSMUST00000220703	-2619
5	137776899	137777298	400	*	*	-0.0729690723119521	Promoter (<=1kb)	5	137777111	137778024	914	1	ENSMUSG00000029725	ENSMUST00000126126	0
4	128733560	128733959	400	*	*	-0.0662808624649536	Distal Intergenic	4	128739990	128767491	27502	1	ENSMUSG00000085701	ENSMUST00000138291	-6031
2	145055943	145056342	400	*	*	-0.0405277056725458	Intron (ENSMUST00000110007/ENSMUSG00000063873, intron 1 of 16)	2	145084531	145484086	399556	1	ENSMUSG00000063873	ENSMUST00000137908	-28189
11	110672746	110673145	400	*	*	0.0551188623947449	Distal Intergenic	11	110858859	110918791	59933	1	ENSMUSG00000051497	ENSMUST00000180023	-185714
8	85227866	85228265	400	*	*	-0.0754774070484366	Intron (ENSMUST00000238701/ENSMUSG00000034656, intron 5 of 48)	8	85273723	85280713	6991	1	ENSMUSG00000034656	ENSMUST00000129620	-45458
4	59992049	59992448	400	*	*	-0.0439427100700808	Intron (ENSMUST00000107521/ENSMUSG00000078689, intron 1 of 6)	4	60003438	60007274	3837	1	ENSMUSG00000078689	ENSMUST00000107517	-10990
18	70386480	70386879	400	*	*	0.0387691395935855	Distal Intergenic	18	70373500	70377653	4154	2	ENSMUSG00000024512	ENSMUST00000025390	-8827
3	88499225	88499624	400	*	*	0.0701853132459273	Distal Intergenic	3	88486978	88495726	8749	1	ENSMUSG00000041355	ENSMUST00000035785	12247
5	138618912	138619311	400	*	*	0.0579036522000626	Promoter (<=1kb)	5	138601914	138618023	16110	2	ENSMUSG00000058291	ENSMUST00000110905	-889
11	70215261	70215660	400	*	*	0.0433851434080027	Promoter (1-2kb)	11	70206436	70213454	7019	2	ENSMUSG00000018907	ENSMUST00000019051	-1807
13	104202162	104202561	400	*	*	0.0538602419523481	Intron (ENSMUST00000109315/ENSMUSG00000021710, intron 3 of 12)	13	104159730	104198362	38633	2	ENSMUSG00000021710	ENSMUST00000225324	-3800
11	83130526	83130937	412	*	*	-0.0493419998118305	Intron (ENSMUST00000216233/ENSMUSG00000083161, intron 2 of 4)	11	83134686	83151390	16705	1	ENSMUSG00000083161	ENSMUST00000117952	-3749
10	40028503	40028902	400	*	*	0.0666732734857455	Distal Intergenic	10	40008898	40018254	9357	2	ENSMUSG00000019838	ENSMUST00000217252	-10249
2	82402425	82402824	400	*	*	0.0430661495517237	Distal Intergenic	2	82374276	82374866	591	2	ENSMUSG00000083804	ENSMUST00000122185	-27559
11	40457442	40457841	400	*	*	0.0473476916777031	Distal Intergenic	11	40460144	40461352	1209	2	ENSMUSG00000082390	ENSMUST00000120460	3511
5	135807231	135807630	400	*	*	-0.0788379980764015	Promoter (<=1kb)	5	135776075	135807239	31165	2	ENSMUSG00000019178	ENSMUST00000178515	0
17	5846164	5846563	400	*	*	-0.0657046252275159	Promoter (2-3kb)	17	5848932	5853168	4237	1	ENSMUSG00000096965	ENSMUST00000180924	-2369
3	19216796	19217519	724	*	*	-0.078285553891309	Promoter (<=1kb)	3	19185566	19217229	31664	2	ENSMUSG00000027599	ENSMUST00000029125	0
1	37903863	37904586	724	*	*	-0.0801400240051051	Promoter (<=1kb)	1	37793857	37904160	110304	2	ENSMUSG00000060771	ENSMUST00000041815	0
16	37423615	37424014	400	*	*	0.0488783844550562	Intron (ENSMUST00000160847/ENSMUSG00000022821, intron 4 of 13)	16	37412289	37416552	4264	2	ENSMUSG00000116723	ENSMUST00000231668	-7063
2	30343652	30344051	400	*	*	0.0528666472167178	Distal Intergenic	2	30335728	30336788	1061	1	ENSMUSG00000039515	ENSMUST00000135105	7924
1	135302844	135303243	400	*	*	-0.0769670630910598	Promoter (<=1kb)	1	135298795	135302975	4181	2	ENSMUSG00000041889	ENSMUST00000041240	0
1	79710849	79711250	402	*	*	-0.0482177943712296	Intron (ENSMUST00000113512/ENSMUSG00000073643, intron 3 of 11)	1	79704322	79707815	3494	2	ENSMUSG00000073643	ENSMUST00000138319	-3034
17	74796284	74796683	400	*	*	-0.0758114159646325	Promoter (<=1kb)	17	74796488	74799500	3013	1	ENSMUSG00000024072	ENSMUST00000234939	0
3	131574274	131574673	400	*	*	0.0774021303297694	Intron (ENSMUST00000197726/ENSMUSG00000105331, intron 1 of 3)	3	131604841	131605089	249	2	ENSMUSG00000104853	ENSMUST00000198131	30416
1	190915161	190915560	400	*	*	-0.0782207736474631	Promoter (<=1kb)	1	190902493	190915537	13045	2	ENSMUSG00000026628	ENSMUST00000027941	0
11	53687608	53688007	400	*	*	-0.0742681924589818	Promoter (<=1kb)	11	53674244	53686701	12458	2	ENSMUSG00000081769	ENSMUST00000153206	-907
X	140959970	140960369	400	*	*	0.0433767172178897	Intron (ENSMUST00000042530/ENSMUSG00000042282, intron 3 of 19)	20	140864156	140979927	115772	2	ENSMUSG00000042282	ENSMUST00000042530	19558
19	5687227	5687626	400	*	*	-0.0753806753669545	Promoter (<=1kb)	19	5687511	5698158	10648	1	ENSMUSG00000024927	ENSMUST00000025867	0
11	83312106	83312505	400	*	*	-0.0603964866147719	Downstream (<=300bp)	11	83312728	83320281	7554	2	ENSMUSG00000020686	ENSMUST00000052521	7776
1	53800840	53801239	400	*	*	0.0453118974227417	Promoter (<=1kb)	1	53799732	53801852	2121	2	ENSMUSG00000026094	ENSMUST00000187066	613
13	79765994	79766393	400	*	*	-0.0509076565850712	Distal Intergenic	13	79603089	79603195	107	1	ENSMUSG00000119183	ENSMUST00000240430	162905
14	73179967	73180366	400	*	*	0.0492450708479781	Distal Intergenic	14	73216066	73217344	1279	2	ENSMUSG00000115085	ENSMUST00000226196	36978
11	93818614	93819013	400	*	*	0.0408747158129554	Promoter (2-3kb)	11	93816366	93828027	11662	1	ENSMUSG00000059474	ENSMUST00000155841	2248
12	70755166	70755567	402	*	*	-0.0675864808395685	Distal Intergenic	12	70722621	70728624	6004	2	ENSMUSG00000112950	ENSMUST00000222630	-26542
15	102630447	102630846	400	*	*	-0.0766319169253142	Promoter (<=1kb)	15	102615212	102630613	15402	2	ENSMUSG00000023055	ENSMUST00000023818	0
5	21260753	21261549	797	*	*	-0.0752993805739432	Promoter (<=1kb)	5	21191643	21260909	69267	2	ENSMUSG00000028771	ENSMUST00000030556	0
3	41037403	41037802	400	*	*	-0.0760425763734622	Promoter (<=1kb)	3	41020761	41037481	16721	2	ENSMUSG00000049940	ENSMUST00000058578	0
4	135691780	135692179	400	*	*	-0.0770957661442231	Promoter (<=1kb)	4	135692476	135695489	3014	1	ENSMUSG00000028671	ENSMUST00000102540	-297
9	44290541	44290940	400	*	*	-0.0776854522033638	Promoter (<=1kb)	9	44290787	44303666	12880	1	ENSMUSG00000032115	ENSMUST00000066601	0
8	24702539	24702938	400	*	*	0.0614595536357266	Distal Intergenic	8	24710526	24720162	9637	1	ENSMUSG00000109419	ENSMUST00000207606	-7588
14	106128380	106128779	400	*	*	0.0619912684867331	Distal Intergenic	14	106129381	106134253	4873	2	ENSMUSG00000022114	ENSMUST00000022709	5474
7	109887420	109887819	400	*	*	0.0688611441659495	Distal Intergenic	7	109876989	109880734	3746	2	ENSMUSG00000109799	ENSMUST00000210796	-6686
4	141517978	141518377	400	*	*	-0.0779214558932722	Promoter (<=1kb)	4	141487500	141518202	30703	2	ENSMUSG00000040697	ENSMUST00000038014	0
6	49295957	49296356	400	*	*	-0.0764762700775048	Promoter (<=1kb)	6	49296208	49318516	22309	1	ENSMUSG00000050786	ENSMUST00000055559	0
1	164246682	164247081	400	*	*	0.0433097588616752	Intron (ENSMUST00000193808/ENSMUSG00000026575, intron 14 of 15)	1	164252282	164254563	2282	1	ENSMUSG00000103493	ENSMUST00000194180	-5201
16	64672066	64672835	770	*	*	-0.0763305558883165	Promoter (<=1kb)	16	64672359	64679870	7512	1	ENSMUSG00000054604	ENSMUST00000067744	0
14	72808623	72809024	402	*	*	-0.0415818899865532	Exon (ENSMUST00000089017/ENSMUSG00000033487, exon 11 of 26)	14	72798887	72802158	3272	2	ENSMUSG00000033487	ENSMUST00000159144	-6465
7	79638228	79638627	400	*	*	0.0553212128517226	Distal Intergenic	7	79674562	79743921	69360	1	ENSMUSG00000048897	ENSMUST00000164056	-35935
16	61370417	61370818	402	*	*	-0.0543249030779692	Distal Intergenic	16	61281325	61281835	511	1	ENSMUSG00000090448	ENSMUST00000169031	89092
1	158560560	158560959	400	*	*	0.0668944375025537	Intron (ENSMUST00000159861/ENSMUSG00000073530, intron 20 of 21)	1	158506364	158516102	9739	1	ENSMUSG00000026587	ENSMUST00000194658	54196
19	59334064	59334463	400	*	*	-0.076979738386533	Promoter (<=1kb)	19	59285610	59334212	48603	2	ENSMUSG00000074746	ENSMUST00000099274	0
14	47627336	47627735	400	*	*	0.0601502847157442	3' UTR	14	47625245	47631710	6466	2	ENSMUSG00000037544	ENSMUST00000177822	3975
11	61847373	61847772	400	*	*	-0.0569395336494098	Promoter (<=1kb)	11	61847589	62010277	162689	1	ENSMUSG00000042331	ENSMUST00000201866	0
10	67770258	67770657	400	*	*	0.048645929575657	Distal Intergenic	10	67721933	67748492	26560	2	ENSMUSG00000037855	ENSMUST00000064656	-21766
5	147644304	147644703	400	*	*	-0.0717673989256043	Intron (ENSMUST00000031653/ENSMUSG00000029648, intron 1 of 29)	5	147571969	147662798	90830	2	ENSMUSG00000029648	ENSMUST00000110529	18095
12	76640610	76641009	400	*	*	-0.0767405074711472	Intron (ENSMUST00000021458/ENSMUSG00000021061, intron 32 of 35)	12	76630005	76630860	856	2	ENSMUSG00000021061	ENSMUST00000170532	-9750
10	21341262	21341661	400	*	*	0.0531471510527938	Distal Intergenic	10	21321080	21321535	456	2	ENSMUSG00000112738	ENSMUST00000219604	-19727
X	42151608	42152007	400	*	*	-0.0508675208392938	Intron (ENSMUST00000115058/ENSMUSG00000016150, intron 3 of 30)	20	41616743	42256694	639952	2	ENSMUSG00000016150	ENSMUST00000115058	104687
4	114329325	114329724	400	*	*	-0.0738333096576972	Intron (ENSMUST00000094894/ENSMUSG00000070867, intron 2 of 6)	4	114263921	114472295	208375	1	ENSMUSG00000070867	ENSMUST00000094894	65404
9	65316206	65316605	400	*	*	0.0488385065459563	Intron (ENSMUST00000217172/ENSMUSG00000041696, intron 5 of 5)	9	65305816	65322135	16320	1	ENSMUSG00000041696	ENSMUST00000165682	10390
3	144211969	144212382	414	*	*	0.0729052907724076	Intron (ENSMUST00000043325/ENSMUSG00000040151, intron 1 of 6)	3	144199747	144202933	3187	2	ENSMUSG00000104903	ENSMUST00000196451	-9036
11	43849077	43849803	727	*	*	-0.0594365081663028	Promoter (<=1kb)	11	43849916	44025814	175899	1	ENSMUSG00000087172	ENSMUST00000148504	-113
19	4069172	4069577	406	*	*	-0.0712943949223102	Distal Intergenic	19	4057497	4062806	5310	2	ENSMUSG00000037916	ENSMUST00000042497	-6366
3	81622630	81623030	401	*	*	-0.0415625786895742	Distal Intergenic	3	81628983	81631337	2355	1	ENSMUSG00000104732	ENSMUST00000198290	-5953
2	161435775	161436174	400	*	*	0.0587087470270311	Intron (ENSMUST00000109443/ENSMUSG00000053141, intron 17 of 30)	2	161355610	161355932	323	2	ENSMUSG00000100943	ENSMUST00000188874	-79843
13	108026571	108026970	400	*	*	-0.0765270423712981	Promoter (<=1kb)	13	107861152	108026598	165447	2	ENSMUSG00000032846	ENSMUST00000225822	0
4	135024427	135024826	400	*	*	-0.0766633448625828	Distal Intergenic	4	135017677	135017986	310	2	ENSMUSG00000087270	ENSMUST00000120974	-6441
1	87420010	87420430	421	*	*	0.0587709802036237	Intron (ENSMUST00000027477/ENSMUSG00000026259, intron 3 of 12)	1	87407451	87413939	6489	2	ENSMUSG00000026259	ENSMUST00000166463	-6071
9	32661035	32661434	400	*	*	0.0740558321282321	Intron (ENSMUST00000238819/ENSMUSG00000032035, intron 8 of 9)	9	32620948	32622467	1520	2	ENSMUSG00000098843	ENSMUST00000183616	-38568
11	97522785	97523184	400	*	*	-0.0549838933311724	Promoter (2-3kb)	11	97518215	97520528	2314	2	ENSMUSG00000043439	ENSMUST00000052281	-2257
10	128573369	128573768	400	*	*	0.0523504907437744	Intron (ENSMUST00000026414/ENSMUSG00000025357, intron 1 of 23)	10	128556003	128579944	23942	2	ENSMUSG00000025357	ENSMUST00000026414	6176
6	146843469	146843868	400	*	*	0.0499730991620748	Intron (ENSMUST00000016631/ENSMUSG00000016487, intron 2 of 26)	6	146852800	146855912	3113	2	ENSMUSG00000040163	ENSMUST00000111622	12044
3	94625606	94626005	400	*	*	0.0500893816435061	Distal Intergenic	3	94644650	94645022	373	1	ENSMUSG00000104881	ENSMUST00000195994	-18645
11	54678267	54678666	400	*	*	-0.0776254831195533	Promoter (<=1kb)	11	54608282	54678501	70220	2	ENSMUSG00000052298	ENSMUST00000064104	0
2	166143124	166143523	400	*	*	-0.0768552127852697	Distal Intergenic	2	166115828	166136751	20924	1	ENSMUSG00000084840	ENSMUST00000152987	27296
12	57364690	57365098	409	*	*	-0.0351244877209113	Intron (ENSMUST00000150292/ENSMUSG00000047022, intron 3 of 6)	12	57352869	57354462	1594	1	ENSMUSG00000047022	ENSMUST00000136006	11821
11	78588187	78588955	769	*	*	-0.0779450605121457	Promoter (<=1kb)	11	78457994	78588199	130206	2	ENSMUSG00000017376	ENSMUST00000142739	0
13	98951207	98951606	400	*	*	0.0653569935992128	Promoter (<=1kb)	13	98887743	98951661	63919	2	ENSMUSG00000041685	ENSMUST00000225094	55
9	106036886	106037558	673	*	*	-0.0674384657611226	Promoter (1-2kb)	9	106030068	106035337	5270	2	ENSMUSG00000020258	ENSMUST00000112543	-1549
18	90139521	90139922	402	*	*	-0.0420830116596605	Distal Intergenic	18	90035945	90037203	1259	2	ENSMUSG00000118035	ENSMUST00000237041	-102318
8	95017208	95017607	400	*	*	-0.0682043611355942	Intron (ENSMUST00000079961/ENSMUSG00000032939, intron 5 of 21)	8	95022635	95030387	7753	1	ENSMUSG00000032939	ENSMUST00000212984	-5028
5	121523541	121523940	400	*	*	-0.0695093647630921	Promoter (<=1kb)	5	121509788	121523695	13908	2	ENSMUSG00000042726	ENSMUST00000042312	0
8	70975614	70976029	416	*	*	-0.0764265455704217	Promoter (<=1kb)	8	70960922	70975813	14892	2	ENSMUSG00000055553	ENSMUST00000121623	0
4	58026731	58027130	400	*	*	0.0469386041910796	Distal Intergenic	4	57984029	58009124	25096	2	ENSMUSG00000038709	ENSMUST00000239406	-17607
